Technology,Year,Power_kW,Hub_m,Dia_m,X_coord,Y_coord,PS_Year,PS_Hub,PS_Dia
wind power,"2004","600",77.70000000000,44.00000000000,4234057.01527000030,3162108.36548000020,,,
wind power,"2001","1000",70.50000000000,58.00000000000,4234099.15350000000,3161897.67904999990,,,
wind power,"2001","1000",70.50000000000,58.00000000000,4235724.69130000010,3161735.32823000010,,,
wind power,"1997","200",50.00000000000,30.00000000000,4166858.70312999980,3136757.72575999980,,,
wind power,"2006","800",73.27000000000,53.00000000000,4171632.72441999990,3135321.37922000000,,,
wind power,"2004","800",73.25000000000,53.00000000000,4180502.20097000010,3182992.89643999980,,,
wind power,"2004","800",73.25000000000,53.00000000000,4180520.13176999990,3182622.46784000010,,,
wind power,"1997","200",31.20000000000,30.00000000000,4189932.32211000010,3203964.19174000020,,,
wind power,"2000","600",78.00000000000,44.00000000000,4189527.61269999990,3204580.03874999980,,,
wind power,"2002","600",65.00000000000,44.00000000000,4169398.06013000010,3169908.73253000020,,,
wind power,"2006","800",75.60000000000,48.00000000000,4238957.20591000000,3175328.03741999990,,,
wind power,"2009","800",73.25000000000,53.00000000000,4239152.23345999980,3175615.51422999990,,,
wind power,"2009","800",73.25000000000,53.00000000000,4239454.08531999960,3175521.33061000010,,,
wind power,"2005","1800",64.75000000000,70.00000000000,4241211.78882000040,3173686.30783999990,,,
wind power,"2005","1800",64.75000000000,70.00000000000,4241286.50810000020,3173955.42224999980,,,
wind power,"2004","1800",65.00000000000,70.00000000000,4241773.06023999960,3172518.01847000000,,,
wind power,"2004","1800",65.00000000000,70.00000000000,4241855.95990999970,3172726.99055999980,,,
wind power,"2003","2000",98.00000000000,70.00000000000,4228663.46889999970,3146814.40947999990,,,
wind power,"2003","2000",98.00000000000,70.00000000000,4228756.66738000050,3146532.98924000000,,,
wind power,"2003","2000",98.00000000000,70.00000000000,4229009.06080999970,3146699.61653000020,,,
wind power,"2003","2000",98.00000000000,70.00000000000,4229033.71454999970,3147039.45264999990,,,
wind power,"2003","2000",98.00000000000,70.00000000000,4229078.27914000020,3148689.68621000000,,,
wind power,"2003","2000",98.00000000000,70.00000000000,4229111.29552000020,3148909.34592000020,,,
wind power,"2003","2000",98.00000000000,70.00000000000,4229143.01616999970,3148448.67574999990,,,
wind power,"2003","2000",98.00000000000,70.00000000000,4229258.17771000040,3148236.99021000000,,,
wind power,"2003","2000",98.00000000000,70.00000000000,4229294.27596000020,3146705.71136000010,,,
wind power,"2003","2000",98.00000000000,70.00000000000,4229393.36689999980,3147294.65573999980,,,
wind power,"2003","2000",98.00000000000,70.00000000000,4229632.69086000040,3148261.87115000000,,,
wind power,"2003","2000",98.00000000000,70.00000000000,4229774.01819999980,3148720.17034999980,,,
wind power,"2005","800",64.60000000000,48.00000000000,4219234.88807000030,3145843.12361000010,,,
wind power,"2006","2000",98.30000000000,82.00000000000,4229944.23783000000,3149828.40591999980,,,
wind power,"2006","800",75.60000000000,48.00000000000,4229969.41782999970,3149547.91683000000,,,
wind power,"2006","2000",98.30000000000,82.00000000000,4230476.28455000000,3149520.95888999990,,,
wind power,"2006","2000",98.30000000000,82.00000000000,4230598.47714999970,3150189.62795000010,,,
wind power,"2006","2000",98.30000000000,82.00000000000,4230781.41973000020,3149666.85319999980,,,
wind power,"2006","2000",98.30000000000,82.00000000000,4230820.25807000040,3149946.46441000000,,,
wind power,"2006","2000",98.30000000000,82.00000000000,4231209.22872999960,3149931.12794000000,,,
wind power,"1998","500",65.00000000000,40.00000000000,4218850.76578999960,3163037.19582000000,,,
wind power,"1999","500",55.00000000000,40.00000000000,4219405.26759000030,3162909.53085999980,,,
wind power,"2000","500",55.00000000000,40.00000000000,4219015.88159000040,3162674.74665000010,,,
wind power,"1999","500",65.00000000000,40.00000000000,4218822.61072000020,3162807.46349000000,,,
wind power,"2002","600",65.00000000000,44.00000000000,4219004.61586000030,3162875.00457999990,,,
wind power,"2006","800",50.00000000000,48.00000000000,4219025.50456999990,3162354.45073999980,,,
wind power,"2007","2000",98.20000000000,71.00000000000,4219550.52632999980,3158975.52030000000,,,
wind power,"2009","2000",138.38000000000,82.00000000000,4230593.68157999960,3164687.13719000020,,,
wind power,"2009","2000",138.38000000000,82.00000000000,4230180.37825000010,3164532.72018000020,,,
wind power,"2009","2000",138.38000000000,82.00000000000,4230227.24297999960,3164301.95958000000,,,
wind power,"2009","2000",138.38000000000,82.00000000000,4230087.08992999980,3164734.10179999980,,,
wind power,"2009","2000",138.38000000000,82.00000000000,4230883.25863000010,3165523.60031000010,,,
wind power,"2009","2000",138.38000000000,82.00000000000,4230562.71801000000,3165568.01520999990,,,
wind power,"2009","2000",138.38000000000,82.00000000000,4231018.40990000030,3165091.52718999980,,,
wind power,"2009","2000",138.38000000000,82.00000000000,4231227.12115999960,3165428.84157000020,,,
wind power,"2009","2000",138.38000000000,82.00000000000,4230797.26578000000,3165234.62971000000,,,
wind power,"1998","500",65.00000000000,40.00000000000,4164915.33962999980,3193101.30761000000,,,
wind power,"2002","600",77.90000000000,44.00000000000,4166921.34853000010,3186050.45820999980,,,
wind power,"2002","600",75.60000000000,48.00000000000,4166909.01586999980,3185880.54556000000,,,
wind power,"1998","500",65.00000000000,40.00000000000,4182448.92890000020,3197583.45024000020,,,
wind power,"1998","500",65.00000000000,40.00000000000,4182538.75008000010,3197422.14047000000,,,
wind power,"2000","600",65.00000000000,44.00000000000,4181338.50979000000,3197218.47081999990,,,
wind power,"2000","1000",89.00000000000,59.00000000000,4181628.42560999980,3197204.49498000000,,,
wind power,"2009","2000",64.00000000000,71.00000000000,4181610.68102000000,3196494.38689000020,,,
wind power,"2009","2000",64.00000000000,71.00000000000,4182124.63586999990,3196987.59463999980,,,
wind power,"2009","2000",64.00000000000,71.00000000000,4182273.62698000020,3196545.33613999980,,,
wind power,"2009","2000",64.00000000000,71.00000000000,4180918.22202000020,3196333.78765999990,,,
wind power,"2009","2000",64.00000000000,71.00000000000,4181066.64250000010,3196141.66129000020,,,
wind power,"2009","2000",64.00000000000,71.00000000000,4181200.33448000020,3195969.74588999990,,,
wind power,"2009","2000",64.00000000000,71.00000000000,4181319.88737000010,3195788.01893999990,,,
wind power,"1993","500",40.50000000000,40.00000000000,4177357.95105999990,3157933.68318999980,,,
wind power,"1994","500",65.00000000000,40.00000000000,4180612.35140000000,3156048.08676999990,,,
wind power,"1994","500",65.00000000000,40.00000000000,4180833.98167000010,3156015.02866999990,,,
wind power,"1995","500",65.00000000000,40.00000000000,4180454.09290000000,3156910.68294999980,,,
wind power,"1995","500",65.00000000000,40.00000000000,4180463.78977000010,3157180.68387999990,,,
wind power,"1996","500",65.00000000000,40.00000000000,4178591.40458999990,3155375.49732000010,,,
wind power,"1996","500",65.00000000000,40.00000000000,4178719.41649999980,3155153.63169000020,,,
wind power,"1999","600",63.00000000000,44.00000000000,4177521.87341000000,3157631.28492000000,,,
wind power,"2002","500",65.00000000000,40.00000000000,4183032.79510999980,3156745.20909000000,,,
wind power,"2005","2000",99.00000000000,71.00000000000,4181854.37382999990,3159962.97122999980,,,
wind power,"2005","2000",99.00000000000,71.00000000000,4182244.44676000020,3159957.61597000020,,,
wind power,"2006","800",75.60000000000,48.00000000000,4184174.69843999990,3156779.55458999980,,,
wind power,"2006","800",75.60000000000,48.00000000000,4184085.04106000020,3157611.19773000010,,,
wind power,"2007","800",73.25000000000,53.00000000000,4182803.27960000000,3157298.63315000010,,,
wind power,"2001","600",65.00000000000,44.00000000000,4197085.50782999960,3168378.27480999990,,,
wind power,"2001","600",65.00000000000,44.00000000000,4197083.42466999960,3168518.37426000000,,,
wind power,"2001","600",65.00000000000,44.00000000000,4197136.87605999970,3168257.50976999990,,,
wind power,"1992","80",32.50000000000,18.00000000000,4172853.40585000020,3205088.44099000000,,,
wind power,"2003","1800",98.00000000000,70.00000000000,4171821.88859000010,3205222.61680000000,,,
wind power,"2003","600",78.00000000000,44.00000000000,4173638.02388000020,3205988.14521000020,,,
wind power,"1998","1500",67.00000000000,66.00000000000,4263068.25819000040,3220410.49427000010,,,
wind power,"1999","1500",67.00000000000,66.00000000000,4263155.98213000040,3220169.16934000000,,,
wind power,"1999","600",65.00000000000,44.00000000000,4262136.09960000030,3216431.28846000000,,,
wind power,"1999","600",65.00000000000,44.00000000000,4262289.63221000040,3216319.12490000020,,,
wind power,"2001","600",65.00000000000,40.00000000000,4261564.89336000010,3216509.16473999990,,,
wind power,"2001","600",65.00000000000,44.00000000000,4262834.20512999970,3216341.66410000020,,,
wind power,"2001","1800",85.00000000000,70.00000000000,4257676.84743000010,3215842.17083999980,,,
wind power,"2001","1500",85.00000000000,77.00000000000,4257728.28763999980,3215581.33275000010,,,
wind power,"2002","2000",85.00000000000,71.00000000000,4263001.80944999960,3219871.13573000020,,,
wind power,"2009","2000",98.20000000000,71.00000000000,4260799.48111000010,3219561.20313999990,,,
wind power,"2003","600",77.70000000000,44.00000000000,4188990.68867000010,3122096.28606999990,,,
wind power,"2003","1000",70.50000000000,59.00000000000,4188993.14667999980,3122276.34161000000,,,
wind power,"2004","600",77.70000000000,44.00000000000,4188541.46760000010,3122752.78384000020,,,
wind power,"2000","500",65.00000000000,40.00000000000,4167215.98141000000,3157682.79936000010,,,
wind power,"1993","500",40.00000000000,40.00000000000,4167529.16613999990,3156007.69560000020,,,
wind power,"1993","500",40.00000000000,40.00000000000,4167715.40321000010,3155654.96847999980,,,
wind power,"1999","500",65.00000000000,40.00000000000,4169089.27228000020,3157877.17029999990,,,
wind power,"2002","500",65.00000000000,40.00000000000,4168945.85149999990,3158069.23166000000,,,
wind power,"2002","500",65.00000000000,40.00000000000,4169420.10203000020,3158002.68869999980,,,
wind power,"1992","80",32.50000000000,19.00000000000,4218462.96867999990,3167084.58948000010,,,
wind power,"1996","500",65.00000000000,40.00000000000,4220816.38913999960,3169303.48033999980,,,
wind power,"1996","500",65.00000000000,40.00000000000,4218374.25573000030,3167766.15552000000,,,
wind power,"1996","200",50.00000000000,30.00000000000,4216744.70464000010,3165367.25593000000,,,
wind power,"2000","600",65.00000000000,44.00000000000,4220606.05642000030,3167605.48899000000,,,
wind power,"2000","600",65.00000000000,44.00000000000,4220704.43984000010,3167484.07899999990,,,
wind power,"2000","600",65.00000000000,44.00000000000,4220729.10106999990,3167823.91500000000,,,
wind power,"2000","600",65.00000000000,44.00000000000,4220992.97991999980,3167660.21499999990,,,
wind power,"2001","600",65.00000000000,44.00000000000,4221471.59422999990,3168273.97214999980,,,
wind power,"2001","1000",70.50000000000,59.00000000000,4221354.23127999990,3168835.86915000020,,,
wind power,"2001","600",65.00000000000,44.00000000000,4221127.03926000000,3168098.60360000000,,,
wind power,"2001","600",65.00000000000,44.00000000000,4220552.98400000020,3168186.51562000020,,,
wind power,"2001","1000",70.50000000000,59.00000000000,4220364.08418999980,3168419.22344999990,,,
wind power,"2001","600",65.00000000000,44.00000000000,4220488.31170000040,3167847.22729999990,,,
wind power,"2002","600",65.00000000000,44.00000000000,4220873.27613999970,3167831.94418000010,,,
wind power,"2010","800",64.60000000000,48.00000000000,4221116.08994999990,3168248.83143999990,,,
wind power,"2001","500",65.00000000000,40.00000000000,4157950.86634000020,3224711.39319999980,,,
wind power,"1998","500",65.00000000000,40.00000000000,4143413.46200999990,3126796.07627000010,,,
wind power,"1998","500",65.00000000000,40.00000000000,4173381.17974000010,3180769.38902000010,,,
wind power,"2000","600",77.90000000000,44.00000000000,4174000.85977000000,3181241.12641000000,,,
wind power,"2000","600",58.00000000000,44.00000000000,4077699.32730000000,3063586.83105000020,,,
wind power,"2000","600",58.00000000000,44.00000000000,4077820.35650000020,3063735.17149000010,,,
wind power,"2000","500",58.00000000000,40.00000000000,4077956.51936999990,3063893.30199000010,,,
wind power,"2001","600",78.00000000000,44.00000000000,4068095.59005999980,3043857.16960000010,,,
wind power,"2007","2000",138.00000000000,82.00000000000,4190271.48779999980,3102098.93910000010,,,
wind power,"2007","2000",138.00000000000,82.00000000000,4189944.73154000010,3102273.51899999990,,,
wind power,"2007","2000",138.00000000000,82.00000000000,4189808.79185000020,3102575.53492000000,,,
wind power,"2007","2000",138.00000000000,82.00000000000,4189594.33367000010,3102768.57866000010,,,
wind power,"2008","2000",138.00000000000,82.00000000000,4189208.20179999990,3102843.92780999980,,,
wind power,"1992","80",34.50000000000,19.00000000000,4157368.13687000000,3246289.23957000020,,,
wind power,"2000","1000",70.50000000000,58.00000000000,4159812.38937000000,3254179.54486999990,,,
wind power,"2000","1000",70.50000000000,58.00000000000,4160810.52422000000,3254165.95221999990,,,
wind power,"2003","1000",70.50000000000,58.00000000000,4159961.57378000020,3254407.61827000000,,,
wind power,"2003","1000",70.50000000000,58.00000000000,4160767.49110000020,3253946.43777999980,,,
wind power,"2003","1000",70.50000000000,58.00000000000,4161088.15884000020,3253842.02424000020,,,
wind power,"2003","1000",70.50000000000,58.00000000000,4161780.34577000000,3254202.76593999980,,,
wind power,"2004","1000",70.50000000000,59.00000000000,4228185.09379000030,3195095.80966999990,,,
wind power,"2004","1000",70.50000000000,59.00000000000,4228360.86641999990,3195073.39037000020,,,
wind power,"1995","500",43.00000000000,40.00000000000,4192790.52212999990,3107526.92252000000,,,
wind power,"2001","600",78.00000000000,44.00000000000,4189556.53165999990,3115325.19435000000,,,
wind power,"2002","1800",114.00000000000,70.00000000000,4189715.43532999980,3115753.21858000010,,,
wind power,"2009","800",73.25000000000,53.00000000000,4188728.35364999990,3115556.69559000010,,,
wind power,"1997","500",65.00000000000,40.00000000000,4245864.18943999990,3169390.37527000020,,,
wind power,"1997","500",65.00000000000,40.00000000000,4245912.11957000010,3169529.78995000010,,,
wind power,"1997","500",65.00000000000,40.00000000000,4246692.23087000010,3169949.32048000020,,,
wind power,"1997","500",65.00000000000,40.00000000000,4246083.04425000030,3169737.55535000000,,,
wind power,"1997","500",65.00000000000,40.00000000000,4246425.30355999990,3170183.09659000020,,,
wind power,"1997","500",65.00000000000,40.00000000000,4246968.97850000020,3170505.81523999990,,,
wind power,"1997","500",65.00000000000,40.00000000000,4247006.25066000040,3170305.20211000000,,,
wind power,"1997","500",65.00000000000,40.00000000000,4247127.20199999960,3170443.61561000020,,,
wind power,"1997","500",65.00000000000,40.00000000000,4246114.63004000020,3169486.99508999990,,,
wind power,"1997","500",65.00000000000,40.00000000000,4246497.45691000020,3170922.48730000020,,,
wind power,"1997","500",65.00000000000,40.00000000000,4246829.91366999970,3170067.49501000020,,,
wind power,"1997","500",65.00000000000,40.00000000000,4245461.53340999970,3170306.36058000010,,,
wind power,"1997","500",65.00000000000,40.00000000000,4245671.98797000010,3170843.75332000010,,,
wind power,"1997","500",65.00000000000,40.00000000000,4245685.59781000020,3170303.28908000000,,,
wind power,"1997","500",65.00000000000,40.00000000000,4245832.34882999960,3170791.53003000000,,,
wind power,"1997","500",65.00000000000,40.00000000000,4246138.66913999990,3170877.37759000020,,,
wind power,"1997","500",65.00000000000,40.00000000000,4244964.90981000010,3170643.33549000000,,,
wind power,"1997","500",65.00000000000,40.00000000000,4246025.96898000040,3170318.63535000010,,,
wind power,"1997","500",65.00000000000,40.00000000000,4246038.50777999960,3170138.37104000010,,,
wind power,"1997","500",65.00000000000,40.00000000000,4246240.61966999990,3170285.67842999990,,,
wind power,"1997","500",65.00000000000,40.00000000000,4246483.56467999980,3170492.45624999980,,,
wind power,"1997","500",65.00000000000,40.00000000000,4246695.89977999960,3170509.55732000010,,,
wind power,"1997","500",65.00000000000,40.00000000000,4246806.53299000020,3170698.13853000010,,,
wind power,"1998","500",65.00000000000,40.00000000000,4245091.43989000000,3170531.54497999980,,,
wind power,"1998","500",65.00000000000,40.00000000000,4245098.88217999970,3170271.30958000010,,,
wind power,"1998","500",65.00000000000,40.00000000000,4245622.91248000040,3169743.86122999990,,,
wind power,"1998","500",65.00000000000,40.00000000000,4245647.10976000040,3169903.61151000020,,,
wind power,"1998","1500",66.80000000000,66.00000000000,4246355.85628999960,3170664.29375999980,,,
wind power,"1998","500",65.00000000000,40.00000000000,4246672.10061000010,3170159.70402000010,,,
wind power,"1998","200",50.00000000000,30.00000000000,4245074.86280999980,3170051.52595000020,,,
wind power,"1999","1500",66.80000000000,66.00000000000,4244847.88850000040,3170865.05172999990,,,
wind power,"2000","500",65.00000000000,40.00000000000,4244828.00741999970,3170655.21685000000,,,
wind power,"2007","800",75.60000000000,48.00000000000,4245311.13346999980,3170428.48270000010,,,
wind power,"2008","800",73.25000000000,53.00000000000,4245618.42922000030,3170074.09188999980,,,
wind power,"1997","500",65.00000000000,40.00000000000,4183808.53958000010,3177744.98418000010,,,
wind power,"2002","600",77.90000000000,44.00000000000,4194778.26116999980,3175513.50967000010,,,
wind power,"2002","600",77.90000000000,44.00000000000,4194790.66059000050,3175323.24330000020,,,
wind power,"2002","600",77.90000000000,44.00000000000,4192848.52963999980,3171938.15981000010,,,
wind power,"2002","600",77.90000000000,44.00000000000,4193082.44202000000,3171924.94577000010,,,
wind power,"2001","600",77.90000000000,44.00000000000,4198505.62555999960,3170389.82457000020,,,
wind power,"2001","600",77.90000000000,44.00000000000,4198672.67621000020,3170607.64532000010,,,
wind power,"2001","600",77.90000000000,44.00000000000,4198794.37346000040,3171166.25943000010,,,
wind power,"2001","600",77.90000000000,44.00000000000,4198849.27630999960,3170865.35442999980,,,
wind power,"2005","800",75.60000000000,48.00000000000,4198757.25521999970,3171596.98737000020,,,
wind power,"2005","800",75.50000000000,48.00000000000,4198998.74777000020,3171333.54271000020,,,
wind power,"2005","800",75.60000000000,48.00000000000,4199337.01541000050,3171488.98565000020,,,
wind power,"2006","800",75.60000000000,48.00000000000,4180081.13053000020,3248990.91505000000,,,
wind power,"1994","500",50.00000000000,40.00000000000,4239583.40015999970,3153608.30923999990,,,
wind power,"1996","500",65.00000000000,40.00000000000,4244974.84478999950,3147451.34366999990,,,
wind power,"1999","500",65.00000000000,40.00000000000,4239247.92456000020,3158925.62795000010,,,
wind power,"2001","1800",98.00000000000,70.00000000000,4238273.88494999990,3158078.53464999980,,,
wind power,"2001","1800",98.00000000000,70.00000000000,4238490.25308000020,3157805.43147000020,,,
wind power,"2001","1800",98.00000000000,70.00000000000,4238566.35046000030,3157444.20374999990,,,
wind power,"2001","1800",98.00000000000,70.00000000000,4239065.27888000010,3157787.54589000020,,,
wind power,"2001","1800",98.00000000000,70.00000000000,4239082.99256000020,3157327.06794000000,,,
wind power,"2001","1800",98.00000000000,70.00000000000,4239243.43042000010,3156914.65890000020,,,
wind power,"2001","1800",98.00000000000,70.00000000000,4239701.48369999970,3157268.56650999980,,,
wind power,"2001","1800",98.00000000000,70.00000000000,4239800.75207000040,3157577.36578000010,,,
wind power,"2001","1800",98.00000000000,70.00000000000,4239955.94017999990,3156634.75717000010,,,
wind power,"2001","1800",98.00000000000,70.00000000000,4240545.42423000000,3156576.65421999990,,,
wind power,"2001","1800",98.00000000000,70.00000000000,4240606.40761999970,3156865.96778000010,,,
wind power,"2002","1000",89.00000000000,58.00000000000,4238740.20504000040,3158232.22627000000,,,
wind power,"2002","1000",89.00000000000,58.00000000000,4239213.79231000040,3158185.71677999990,,,
wind power,"2002","1000",89.00000000000,58.00000000000,4239575.92848000020,3157890.60515999980,,,
wind power,"2002","1000",89.00000000000,58.00000000000,4239829.77608999980,3156846.59354999990,,,
wind power,"2005","1800",98.00000000000,70.00000000000,4240373.00038999970,3157429.45237000010,,,
wind power,"2005","1800",98.00000000000,70.00000000000,4240601.46631000000,3157236.22490999990,,,
wind power,"2009","2000",98.70000000000,82.00000000000,4238362.01357000040,3158377.48130000010,,,
wind power,"2009","800",75.60000000000,48.00000000000,4239395.32918000030,3156734.71160000000,,,
wind power,"2009","800",75.60000000000,48.00000000000,4239435.96492999980,3157532.33889999990,,,
wind power,"2009","800",75.60000000000,48.00000000000,4240181.15821999960,3157081.90132999980,,,
wind power,"1996","2000",64.00000000000,71.00000000000,4241867.89683999960,3154297.37722000010,,,
wind power,"1997","500",65.00000000000,44.00000000000,4244844.62662000020,3147513.15731000020,,,
wind power,"2004","1800",85.00000000000,70.00000000000,4165621.45281999980,3114514.29584999990,,,
wind power,"2004","1800",65.00000000000,70.00000000000,4165846.76990000020,3114971.40401999980,,,
wind power,"2001","1500",65.00000000000,70.00000000000,4078775.41942999980,3085297.75649000010,,,
wind power,"2002","1500",65.00000000000,70.00000000000,4078789.54166000010,3085087.49983000010,,,
wind power,"2002","1500",65.00000000000,70.00000000000,4078993.21396999990,3084844.58332000020,,,
wind power,"1997","500",65.00000000000,40.00000000000,4242249.92143999970,3246039.04062000010,,,
wind power,"2002","600",78.00000000000,44.00000000000,4242143.13011999990,3246130.55115999980,,,
wind power,"2002","600",78.00000000000,44.00000000000,4242267.16975000040,3245838.70378000010,,,
wind power,"2001","1000",69.40000000000,58.00000000000,4196199.20134000010,3156834.60080000010,,,
wind power,"2004","600",65.00000000000,47.00000000000,4196214.46762999990,3156634.28993000000,,,
wind power,"2004","1000",70.50000000000,59.00000000000,4194777.70053999960,3157644.50799999990,,,
wind power,"2004","1000",70.50000000000,59.00000000000,4195179.89374000020,3157939.13959999990,,,
wind power,"2004","1000",70.50000000000,59.00000000000,4195688.48902999980,3156651.51472999990,,,
wind power,"2004","1800",62.84000000000,70.00000000000,4195698.77513999960,3156891.49440999980,,,
wind power,"2007","2000",64.00000000000,71.00000000000,4184531.56859999990,3157344.93758000010,,,
wind power,"2007","2000",64.00000000000,71.00000000000,4184568.15376000010,3157094.31174999990,,,
wind power,"2005","1800",65.00000000000,70.00000000000,4187236.94720999990,3158758.51807999980,,,
wind power,"2005","2000",64.00000000000,71.00000000000,4187554.64222999990,3158654.10730999990,,,
wind power,"2005","2000",64.00000000000,71.00000000000,4187775.77076000020,3158511.00132999990,,,
wind power,"2005","800",75.60000000000,48.00000000000,4184259.18043999980,3157908.95597000000,,,
wind power,"2005","800",75.60000000000,48.00000000000,4184282.72158000010,3157728.54317000000,,,
wind power,"2008","2000",64.00000000000,71.00000000000,4184406.87127000000,3157516.73400999980,,,
wind power,"2002","600",77.90000000000,44.00000000000,4154973.90940999980,3216408.20306999980,,,
wind power,"2002","600",77.90000000000,44.00000000000,4155080.72434999980,3216246.66999999990,,,
wind power,"2002","600",77.70000000000,44.00000000000,4155264.95879000010,3216114.09204000000,,,
wind power,"2002","600",78.00000000000,44.00000000000,4153496.46728000000,3217208.74888999990,,,
wind power,"2009","800",75.60000000000,48.00000000000,4192226.94008000010,3188264.89573000000,,,
wind power,"2009","800",75.60000000000,48.00000000000,4192341.90718000010,3188113.24458000020,,,
wind power,"2001","600",77.70000000000,44.00000000000,4174688.58517999990,3106737.70237000010,,,
wind power,"2002","1800",98.00000000000,70.00000000000,4174415.50492000020,3106519.36169000020,,,
wind power,"2002","1800",98.00000000000,70.00000000000,4174988.43232000010,3106791.59705000000,,,
wind power,"2001","600",78.00000000000,44.00000000000,4176153.27156999990,3214758.00918000010,,,
wind power,"2001","600",78.00000000000,44.00000000000,4176151.56271999980,3214487.90100000010,,,
wind power,"2002","600",78.00000000000,44.00000000000,4175829.17707000020,3214832.47640000000,,,
wind power,"2002","600",77.90000000000,44.00000000000,4175902.59372999980,3213840.99071000000,,,
wind power,"2002","600",77.90000000000,44.00000000000,4176101.97921000000,3213718.20476000010,,,
wind power,"2002","600",77.90000000000,44.00000000000,4176300.85888999980,3213995.62109000000,,,
wind power,"2002","600",77.90000000000,44.00000000000,4176450.04348000000,3214223.69268999990,,,
wind power,"2003","1800",98.00000000000,70.00000000000,4175728.82409999990,3220126.41753999980,,,
wind power,"2003","1800",98.00000000000,70.00000000000,4176835.37613000020,3219190.84022000010,,,
wind power,"1996","600",65.00000000000,44.00000000000,4241087.57079999990,3179370.93203999990,,,
wind power,"1996","1500",66.80000000000,66.00000000000,4243013.83708000000,3177863.76789999990,,,
wind power,"1997","600",65.00000000000,44.00000000000,4240128.89307000020,3180084.43365000000,,,
wind power,"1997","600",65.00000000000,44.00000000000,4240107.59781000020,3179844.60093999980,,,
wind power,"1997","600",65.00000000000,44.00000000000,4241099.10738999960,3179190.68184000020,,,
wind power,"1997","1000",70.50000000000,58.00000000000,4240496.51477000020,3179679.18866000000,,,
wind power,"1997","600",65.00000000000,44.00000000000,4240902.34509999960,3180163.87794000000,,,
wind power,"1997","500",65.00000000000,40.00000000000,4240849.25559999980,3179064.03895000000,,,
wind power,"1998","1500",66.80000000000,66.00000000000,4243010.16805000040,3178764.28072000020,,,
wind power,"1998","1500",66.80000000000,66.00000000000,4242607.36840999960,3178719.77654000000,,,
wind power,"1998","1500",66.80000000000,66.00000000000,4242545.63963000010,3178960.74599000020,,,
wind power,"2001","1500",66.80000000000,66.00000000000,4242676.22174999960,3178268.60081000020,,,
wind power,"2001","1500",66.80000000000,66.00000000000,4242876.67573999990,3178075.75553000020,,,
wind power,"2001","1500",66.80000000000,66.00000000000,4243009.01638999950,3178534.17884000020,,,
wind power,"2010","2300",108.38000000000,82.00000000000,4243884.94089000020,3181073.36395000010,,,
wind power,"2009","2000",108.38000000000,82.00000000000,4244421.00241999980,3180537.46583000010,,,
wind power,"1999","1500",66.80000000000,66.00000000000,4242566.66942000020,3177939.93258999990,,,
wind power,"2005","2000",85.00000000000,71.00000000000,4243977.08043999970,3180111.72581999980,,,
wind power,"2001","1500",66.80000000000,66.00000000000,4244024.76422999990,3179940.98564000010,,,
wind power,"2007","2000",85.00000000000,71.00000000000,4168581.25880000000,3121236.67240000000,,,
wind power,"2007","2000",85.00000000000,71.00000000000,4169618.48217000020,3121592.55810000000,,,
wind power,"2007","2000",85.00000000000,71.00000000000,4169918.03402000010,3121698.48355000000,,,
wind power,"1997","500",65.00000000000,40.00000000000,4221894.51290000040,3256583.26507000020,,,
wind power,"1998","500",65.00000000000,40.00000000000,4229705.13784999960,3262309.14683000000,,,
wind power,"2000","500",65.00000000000,40.00000000000,4223880.61493999980,3257466.51298000010,,,
wind power,"1996","500",51.00000000000,40.00000000000,4212112.78120000010,3157626.77938999980,,,
wind power,"1996","500",51.00000000000,40.00000000000,4212221.25114999990,3157365.15773000010,,,
wind power,"1996","500",51.00000000000,40.00000000000,4213170.48036000040,3157132.02588000010,,,
wind power,"1996","500",65.00000000000,40.00000000000,4215633.99672000020,3155627.48630000000,,,
wind power,"1996","500",65.00000000000,40.00000000000,4209301.15412000010,3155184.07940000020,,,
wind power,"1997","500",65.00000000000,40.00000000000,4208985.07612999990,3155188.41497999990,,,
wind power,"2000","1500",66.80000000000,66.00000000000,4208002.77740999960,3156952.78373999990,,,
wind power,"2002","1800",98.00000000000,70.00000000000,4227526.27424000020,3177545.78781000010,,,
wind power,"2009","800",73.00000000000,26.00000000000,4228112.83193999990,3178078.02606000010,,,
wind power,"1999","500",65.00000000000,40.00000000000,4188550.00528999980,3217749.97420000010,,,
wind power,"2001","600",77.90000000000,40.00000000000,4184371.18740000020,3213364.95262000010,,,
wind power,"2002","600",77.90000000000,44.00000000000,4189162.30439000020,3218992.21726999990,,,
wind power,"2002","1800",85.00000000000,70.00000000000,4188923.17180000010,3218625.30462000010,,,
wind power,"2002","1800",85.00000000000,70.00000000000,4188883.77428000000,3218815.93856000020,,,
wind power,"2002","1800",85.00000000000,70.00000000000,4185267.37749999990,3213062.54534000020,,,
wind power,"2002","1800",86.00000000000,70.00000000000,4188642.87789000010,3218539.09549999980,,,
wind power,"2003","1800",85.00000000000,70.00000000000,4185524.51411999990,3213939.46328999990,,,
wind power,"2003","1800",85.00000000000,70.00000000000,4185526.21847999980,3213699.32107000010,,,
wind power,"2003","600",77.90000000000,44.00000000000,4185089.81568000000,3213245.06513000000,,,
wind power,"2003","1800",114.00000000000,70.00000000000,4188339.29794000000,3217922.94133999990,,,
